institute_name,course_name,tutor,subject,course_type,learning_format,total_hours,price,price_per_hour,url
Panya Society,Pack เพิ่มเกรด ม.5 - ฟิสิกส์,,ฟิสิกส์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),96.0,3490.0,36.35,https://panyasociety.com/course/preview/172
Panya Society,Pack เพิ่มเกรด ม.5 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),109.0,4490.0,41.19,https://panyasociety.com/course/preview/87
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),341.0,8990.0,26.36,https://panyasociety.com/course/preview/135
Panya Society,ฟิสิกส์ ม.5 เทอม 2 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ. แชร์),ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),41.0,1990.0,48.54,https://panyasociety.com/course/preview/60
Panya Society,เคมี ม. 4 เทอม 1 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,,เคมี,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),20.0,1990.0,99.5,https://panyasociety.com/course/preview/104
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),419.0,9990.0,23.84,https://panyasociety.com/course/preview/129
Panya Society,Pack ฟิสิกส์ + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),100.0,3990.0,39.9,https://panyasociety.com/course/preview/119
Panya Society,Pack ฟิสิกส์ + เคมี TCAS ติดอาวุธลับ UpScore,,ฟิสิกส์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),72.0,3990.0,55.42,https://panyasociety.com/course/preview/52
Panya Society,Pack สอบติด TCAS เคมี + คณิตศาสตร์ A-Level,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),285.0,6990.0,24.53,https://panyasociety.com/course/preview/120
Panya Society,TPAT1 ติวเร่งด่วน ความถนัดแพทย์,,ความถนัด/TGAT/TPAT,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),15.0,1990.0,132.67,https://panyasociety.com/course/preview/156
Panya Society,สอวน. คอมพิวเตอร์โอลิมปิก,,อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),60.0,2990.0,49.83,https://panyasociety.com/course/preview/167
Panya Society,TPAT3 ความถนัดด้านวิทยาศาสตร์ เทคโนโลยี และวิศวกรรมศาสตร์,,ความถนัด/TGAT/TPAT,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),34.0,2490.0,73.24,https://panyasociety.com/course/preview/124
Panya Society,Pack เพิ่มเกรด ม.4 - ฟิสิกส์,,ฟิสิกส์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),92.0,3490.0,37.93,https://panyasociety.com/course/preview/169
Panya Society,Pack FAST เคมี + คณิตศาสตร์ A-Level,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),24.0,2990.0,124.58,https://panyasociety.com/course/preview/154
Panya Society,คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),53.0,2490.0,46.98,https://panyasociety.com/course/preview/111
